Country,country,
Afghanistan,Afghanistan,TRUE
Albania,Albania,TRUE
Algeria,Algeria,TRUE
AmericanSamoa,,FALSE
Andorra,,FALSE
Angola,Angola,TRUE
Anguilla,,FALSE
Antarctica,,FALSE
Antigua,Antigua and Barbuda,FALSE
Argentina,Argentina,TRUE
Armenia,Armenia,TRUE
Aruba,Australia,FALSE
AscensionIsland,,FALSE
Australia,,FALSE
Austria,Austria,TRUE
Azerbaijan,Azerbaijan,TRUE
Azores,,FALSE
Bahamas,Bahamas,TRUE
Bahrain,Bahrain,TRUE
Bangladesh,Bangladesh,TRUE
Barbados,Barbados,TRUE
Barbuda,,FALSE
Belarus,Belarus,TRUE
Belgium,Belgium,TRUE
Belize,Belize,TRUE
Benin,Benin,TRUE
Bermuda,,FALSE
Bhutan,Bhutan,TRUE
Bolivia,Bolivia,TRUE
Bonaire,,FALSE
Bosnia and Herzegovina,Bosnia and Herzegovina,TRUE
Botswana,Botswana,TRUE
Brazil,Brazil,TRUE
Brunei,Brunei,TRUE
Bulgaria,Bulgaria,TRUE
Burkina Faso,Burkina Faso,TRUE
Burundi,Burundi,TRUE
Cambodia,Cambodia,TRUE
Cameroon,Cameroon,TRUE
Canada,Canada,TRUE
CanaryIslands,,FALSE
Cape Verde,Cape Verde,TRUE
CaymanIslands,,FALSE
Central African Republic,Central African Republic,TRUE
Chad,Chad,TRUE
ChagosArchipelago,,FALSE
Chile,Chile,TRUE
China,China,TRUE
ChristmasIsland,,FALSE
CocosIslands,,FALSE
Colombia,Colombia,TRUE
Comoros,Comoros,TRUE
CookIslands,"Congo, Dem. Rep.",FALSE
NA,"Congo, Rep.",FALSE
Costa Rica,Costa Rica,TRUE
NA,Cote d'Ivoire,FALSE
Croatia,Croatia,TRUE
Cuba,,FALSE
Curacao,,FALSE
Cyprus,Cyprus,TRUE
Czech Republic,Czech Republic,TRUE
Democratic Republic of the Congo,,FALSE
Denmark,Denmark,TRUE
Djibouti,,FALSE
Dominica,,FALSE
Dominican Republic,Dominican Republic,TRUE
Ecuador,Ecuador,TRUE
Egypt,Egypt,TRUE
El Salvador,El Salvador,TRUE
Equatorial Guinea,Equatorial Guinea,TRUE
Eritrea,Eritrea,TRUE
Estonia,Estonia,TRUE
Ethiopia,,FALSE
FalklandIslands,,FALSE
FaroeIslands,,FALSE
Fiji,Fiji,TRUE
Finland,Finland,TRUE
France,France,TRUE
FrenchGuiana,,FALSE
FrenchPolynesia,,FALSE
FrenchSouthernandAntarcticLands,,FALSE
Gabon,Gabon,TRUE
Gambia,Gambia,TRUE
Georgia,Georgia,TRUE
Germany,Germany,TRUE
Ghana,Ghana,TRUE
Greece,Greece,TRUE
Greenland,,FALSE
Grenada,Grenada,TRUE
Grenadines,,FALSE
Guadeloupe,,FALSE
Guam,,FALSE
Guatemala,Guatemala,TRUE
Guernsey,,FALSE
Guinea,Guinea,TRUE
Guinea-Bissau,Guinea-Bissau,TRUE
Guyana,Guyana,TRUE
Haiti,Haiti,TRUE
HeardIsland,,FALSE
Honduras,,FALSE
Hungary,Hungary,TRUE
Iceland,Iceland,TRUE
India,India,TRUE
Indonesia,Indonesia,TRUE
Iran,Iran,TRUE
Iraq,Iraq,TRUE
Ireland,Ireland,TRUE
IsleofMan,,FALSE
Israel,Israel,TRUE
Italy,Italy,TRUE
IvoryCoast,,FALSE
Jamaica,Jamaica,TRUE
Japan,Japan,TRUE
Jersey,,FALSE
Jordan,Jordan,TRUE
Kazakhstan,Kazakhstan,TRUE
Kenya,Kenya,TRUE
Kiribati,Kiribati,TRUE
Kosovo,,FALSE
Kuwait,Kuwait,TRUE
Kyrgyzstan,Kyrgyz Republic,FALSE
Laos,Lao,FALSE
Latvia,Latvia,TRUE
Lebanon,Lebanon,TRUE
Lesotho,Lesotho,TRUE
Liberia,Liberia,TRUE
Libya,Libya,TRUE
Liechtenstein,,FALSE
Lithuania,Lithuania,TRUE
Luxembourg,Luxembourg,TRUE
Macedonia,"Macedonia, FYR",FALSE
Madagascar,Madagascar,TRUE
MadeiraIslands,,FALSE
Malawi,Malawi,TRUE
Malaysia,Malaysia,TRUE
Maldives,Maldives,TRUE
Mali,Mali,TRUE
Malta,Malta,TRUE
MarshallIslands,,FALSE
Martinique,,FALSE
Mauritania,Mauritania,TRUE
Mauritius,Mauritius,TRUE
Mayotte,,FALSE
Mexico,,FALSE
Micronesia,"Micronesia, Fed. Sts.",FALSE
Moldova,Moldova,TRUE
Monaco,,FALSE
Mongolia,Mongolia,TRUE
Montenegro,Montenegro,TRUE
Montserrat,,FALSE
Morocco,Morocco,TRUE
Mozambique,Mozambique,TRUE
Myanmar,Myanmar,TRUE
Namibia,Namibia,TRUE
Nauru,,FALSE
Nepal,Nepal,TRUE
Netherlands,Netherlands,TRUE
Nevis,,FALSE
NewCaledonia,,FALSE
New Zealand,New Zealand,TRUE
Nicaragua,,FALSE
Niger,Niger,TRUE
Nigeria,Nigeria,TRUE
Niue,,FALSE
NorfolkIsland,,FALSE
NorthernMarianaIslands,,FALSE
NorthKorea,,FALSE
Norway,Norway,TRUE
Oman,Oman,TRUE
Pakistan,Pakistan,TRUE
Palau,,FALSE
Palestine,,FALSE
Panama,Panama,TRUE
PapuaNewGuinea,,FALSE
Paraguay,Paraguay,TRUE
Peru,Peru,TRUE
Philippines,Philippines,TRUE
PitcairnIslands,,FALSE
Poland,Poland,TRUE
Portugal,Portugal,TRUE
PuertoRico,,FALSE
Qatar,Qatar,TRUE
RepublicofCongo,,FALSE
Reunion,,FALSE
Romania,Romania,TRUE
Russia,Russia,TRUE
Rwanda,Rwanda,TRUE
Saba,,FALSE
SaintBarthelemy,,FALSE
SaintHelena,,FALSE
SaintKitts,,FALSE
SaintLucia,,FALSE
SaintMartin,,FALSE
SaintPierreandMiquelon,,FALSE
SaintVincent,,FALSE
Samoa,Samoa,TRUE
SanMarino,,FALSE
SaoTomeandPrincipe,,FALSE
Saudi Arabia,Saudi Arabia,TRUE
Senegal,Senegal,TRUE
Serbia,Serbia,TRUE
Seychelles,Seychelles,TRUE
SiachenGlacier,,FALSE
Sierra Leone,Sierra Leone,TRUE
Singapore,Singapore,TRUE
SintEustatius,,FALSE
SintMaarten,,FALSE
Slovakia,Slovak Republic,FALSE
Slovenia,Slovenia,TRUE
Solomon Islands,Solomon Islands,TRUE
Somalia,,FALSE
South Africa,South Africa,TRUE
SouthGeorgia,,FALSE
South Korea,South Korea,TRUE
SouthSandwichIslands,St. Vincent and the Grenadines,FALSE
SouthSudan,,FALSE
Spain,Spain,TRUE
Sri Lanka,Sri Lanka,TRUE
Sudan,Sudan,TRUE
Suriname,Suriname,TRUE
Swaziland,,FALSE
Sweden,Sweden,TRUE
Switzerland,Switzerland,TRUE
Syria,,FALSE
Taiwan,,FALSE
Tajikistan,Tajikistan,TRUE
Tanzania,Tanzania,TRUE
Thailand,Thailand,TRUE
Timor-Leste,Timor-Leste,TRUE
Tobago,,FALSE
Togo,Togo,TRUE
Tonga,Tonga,TRUE
Trinidad,,FALSE
Tunisia,Tunisia,TRUE
Turkey,Turkey,TRUE
Turkmenistan,Turkmenistan,TRUE
TurksandCaicosIslands,,FALSE
Uganda,Uganda,TRUE
UK,United Kingdom,FALSE
Ukraine,Ukraine,TRUE
United Arab Emirates,United Arab Emirates,TRUE
Uruguay,Uruguay,TRUE
USA,United States,FALSE
Uzbekistan,Uzbekistan,TRUE
Vanuatu,Vanuatu,TRUE
Vatican,,FALSE
Venezuela,Venezuela,TRUE
Vietnam,Vietnam,TRUE
VirginIslands,,FALSE
WallisandFutuna,,FALSE
WesternSahara,,FALSE
Yemen,Yemen,TRUE
Zambia,Zambia,TRUE
Zimbabwe,,FALSE
